"agep","schg","esr","puma","serialno"
18,,"3","11613","2013000100470"
17,,"6","11614","2013000058010"
18,,"6","11611","2013000121584"
17,,"6","11613","2013000204235"
18,,"6","11604","2013000239259"
16,,"6","11613","2013000303198"
18,,"3","11611","2013000360571"
17,,"6","11614","2013000916904"
18,,"6","11610","2013000413288"
16,,"6","11604","2013000594659"
18,,"3","11611","2013001071031"
18,,"6","11611","2013001142649"
18,,"6","11610","2013001132107"
18,,"6","11611","2013001360924"
18,,"6","11611","2013001377167"
18,,"6","11610","2014000034248"
18,,"6","11613","2014000013474"
16,,"6","11614","2014000062718"
18,,"3","11613","2014000095629"
16,,"6","11614","2014000440342"
18,,"6","11604","2014000495026"
16,,"6","11613","2014000732829"
16,,"6","11614","2014000707906"
18,,"6","11610","2014000712846"
17,,"6","11613","2014000984550"
18,,"6","11613","2014000965891"
18,,"6","11610","2014001019524"
18,,"6","11613","2014001461479"
18,,"6","11612","2014001429103"
18,,"3","11610","2014001074786"
18,,"3","11614","2014001320478"
18,,"3","11604","2015000022528"
18,,"3","11614","2014001491545"
18,,"3","11613","2015000413383"
18,,"6","11612","2015000388217"
18,,"3","11614","2015000408207"
16,,"6","11614","2015000639047"
17,,"6","11612","2015000571386"
18,,"6","11614","2015001185185"
17,,"6","11614","2015001313106"
18,,"6","11610","2015001272145"
16,,"6","11614","2015001313106"
16,,"6","11614","2015001455204"
16,,"6","11612","2015001329594"
18,,"6","11610","2015001375172"
16,,"6","11612","2016000023705"
18,,"6","11610","2017000148009"
16,,"6","11610","2016001052457"
18,,"6","11614","2016001144392"
18,,"3","11612","2017000360750"
17,,"6","11612","2017000165892"
18,,"3","11612","2017000353715"
18,,"3","11614","2017000551115"
16,,"6","11612","2017000468464"
16,,"3","11614","2017000648807"
17,,"6","11612","2017001151675"
16,,"6","11611","2017001063337"
17,,"3","11611","2017001295574"
17,,"6","11612","2017001208143"
18,,"6","11613","2017001518359"
18,,"6","11613","2017001386502"
